Member_number,Date,itemDescription
2736,2/3/2015,pip fruit
2736,14-10-2014,margarine
2736,13-05-2014,napkins
2736,10/6/2014,semi-finished bread
2736,25-05-2015,soda
2736,13-05-2014,frozen vegetables
2736,2/3/2015,whole milk
2736,13-05-2014,pastry
2736,17-07-2015,curd
2737,27-08-2014,root vegetables
2737,26-12-2014,other vegetables
2737,27-08-2014,frozen vegetables
2737,26-12-2014,shopping bags
2737,26-12-2014,shopping bags
2737,27-08-2014,domestic eggs
2738,9/11/2015,frankfurter
2738,25-07-2015,other vegetables
2738,11/4/2015,canned beer
2738,3/2/2015,whole milk
2738,9/11/2015,beef
2738,11/2/2014,beef
2738,16-01-2014,pickled vegetables
2738,9/11/2015,red/blush wine
2738,25-07-2015,rolls/buns
2738,11/4/2015,whole milk
2738,3/2/2015,root vegetables
2738,9/11/2015,whole milk
2738,11/2/2014,pot plants
2738,16-01-2014,pastry
2738,11/2/2014,frozen meals
2738,31-10-2014,onions
2738,16-01-2014,brown bread
2738,9/11/2015,frozen dessert
2738,11/4/2015,rolls/buns
2738,16-01-2014,sugar
2738,31-10-2014,ice cream
2739,19-09-2015,pip fruit
2739,11/7/2014,root vegetables
2739,19-09-2015,specialty bar
2739,11/7/2014,skin care
2740,2/7/2015,specialty bar
2740,16-06-2014,meat
2740,2/7/2015,curd
2740,16-06-2014,whipped/sour cream
2741,11/9/2015,root vegetables
2741,17-02-2015,other vegetables
2741,28-09-2015,liver loaf
2741,17-02-2015,other vegetables
2741,10/8/2014,UHT-milk
2741,11/9/2015,yogurt
2741,17-02-2015,frozen dessert
2741,28-09-2015,bottled beer
2741,17-02-2015,waffles
2741,10/8/2014,canned beer
2741,17-02-2015,soda
2741,11/9/2015,canned vegetables
2742,10/10/2015,misc. beverages
2742,10/10/2015,dessert
2742,2/6/2014,coffee
2742,7/7/2014,other vegetables
2742,10/10/2015,spread cheese
2742,10/10/2015,onions
2742,2/6/2014,cream cheese 
2742,7/7/2014,UHT-milk
2742,10/10/2015,coffee
2743,13-07-2015,citrus fruit
2743,24-03-2015,grapes
2743,10/8/2015,soda
2743,5/5/2015,beef
2743,12/5/2014,beef
2743,26-02-2014,tropical fruit
2743,9/8/2014,beef
2743,13-07-2015,whole milk
2743,24-03-2015,pastry
2743,10/8/2015,specialty cheese
2743,5/5/2015,dog food
2743,12/5/2014,chocolate
2743,26-02-2014,frozen potato products
2743,9/8/2014,shopping bags
2743,5/5/2015,yogurt
2743,10/8/2015,candy
2743,13-07-2015,frozen vegetables
2744,19-05-2015,ham
2744,6/5/2014,rolls/buns
2744,20-03-2014,butter milk
2744,19-05-2015,soft cheese
2744,19-05-2015,fruit/vegetable juice
2744,6/5/2014,frozen vegetables
2744,20-03-2014,margarine
2744,19-05-2015,sugar
2745,27-01-2015,butter
2745,8/4/2015,tropical fruit
2745,19-02-2015,other vegetables
2745,21-04-2015,berries
2745,29-04-2015,meat
2745,27-01-2015,frankfurter
2745,27-04-2014,root vegetables
2745,27-01-2015,root vegetables
2745,8/4/2015,rolls/buns
2745,19-02-2015,oil
2745,21-04-2015,other vegetables
2745,29-04-2015,coffee
2745,27-01-2015,butter milk
2745,27-04-2014,dessert
2745,27-01-2015,vinegar
2746,29-05-2015,bottled beer
2746,20-04-2014,rolls/buns
2746,17-01-2014,hamburger meat
2746,3/8/2014,bottled beer
2746,16-09-2014,root vegetables
2746,13-02-2014,dental care
2746,20-05-2014,frozen meals
2746,29-05-2015,soups
2746,20-04-2014,dishes
2746,17-01-2014,brown bread
2746,3/8/2014,white bread
2746,16-09-2014,salty snack
2746,13-02-2014,curd
2746,20-05-2014,pickled vegetables
2746,29-05-2015,detergent
2747,5/7/2015,whole milk
2747,30-08-2015,rolls/buns
2747,2/2/2015,ham
2747,7/4/2014,root vegetables
2747,24-09-2014,yogurt
2747,17-09-2014,whole milk
2747,5/7/2015,butter
2747,30-08-2015,curd
2747,2/2/2015,pickled vegetables
2747,7/4/2014,dog food
2747,24-09-2014,pastry
2747,17-09-2014,bottled beer
2748,2/4/2014,misc. beverages
2748,2/4/2014,processed cheese
2749,27-01-2015,misc. beverages
2749,22-06-2015,frankfurter
2749,27-01-2015,onions
2749,22-06-2015,citrus fruit
2749,20-11-2014,pastry
2749,22-06-2015,specialty chocolate
2749,20-11-2014,long life bakery product
2750,14-09-2015,other vegetables
2750,4/10/2014,domestic eggs
2750,14-09-2015,whole milk
2750,14-09-2015,pork
2750,4/10/2014,rolls/buns
2750,14-09-2015,onions
2750,11/1/2014,waffles
2750,11/1/2014,sparkling wine
2751,3/2/2015,tropical fruit
2751,8/2/2014,root vegetables
2751,4/6/2014,frozen meals
2751,13-10-2014,soda
2751,11/3/2014,rolls/buns
2751,3/2/2015,brown bread
2751,8/2/2014,sliced cheese
2751,4/6/2014,dental care
2751,13-10-2014,bottled water
2751,11/3/2014,female sanitary products
2751,8/2/2014,shopping bags
2751,8/2/2014,sliced cheese
2752,10/10/2015,sausage
2752,10/10/2015,berries
2753,8/9/2015,nuts/prunes
2753,23-02-2014,bottled beer
2753,7/7/2014,whole milk
2753,8/9/2015,cream cheese 
2753,23-02-2014,bottled water
2753,7/7/2014,butter
2753,23-02-2014,whipped/sour cream
2753,23-02-2014,sugar
2754,2/5/2015,liver loaf
2754,2/5/2015,pip fruit
2754,4/6/2014,whole milk
2754,20-11-2014,soda
2754,2/5/2015,fruit/vegetable juice
2754,2/5/2015,curd
2754,4/6/2014,ice cream
2754,20-11-2014,margarine
2754,4/6/2014,detergent
2754,4/6/2014,rolls/buns
2755,6/2/2015,rolls/buns
2755,17-05-2015,whole milk
2755,2/1/2014,beef
2755,19-08-2014,napkins
2755,30-10-2014,salty snack
2755,25-11-2014,whole milk
2755,6/2/2015,fruit/vegetable juice
2755,17-05-2015,whole milk
2755,2/1/2014,fruit/vegetable juice
2755,19-08-2014,other vegetables
2755,30-10-2014,chocolate
2755,25-11-2014,frozen vegetables
2755,25-11-2014,soda
2755,2/1/2014,whole milk
2755,25-11-2014,chocolate
2756,23-11-2015,hamburger meat
2756,31-07-2015,sausage
2756,14-05-2014,red/blush wine
2756,8/10/2014,fruit/vegetable juice
2756,31-07-2015,rolls/buns
2756,23-11-2015,curd
2756,31-07-2015,misc. beverages
2756,14-05-2014,canned fish
2756,8/10/2014,rolls/buns
2756,31-07-2015,processed cheese
2757,16-12-2015,citrus fruit
2757,28-04-2015,beef
2757,15-02-2015,sausage
2757,16-12-2015,whipped/sour cream
2757,16-12-2015,onions
2757,28-04-2015,condensed milk
2757,15-02-2015,white bread
2757,16-12-2015,other vegetables
2757,28-04-2015,specialty chocolate
2757,16-12-2015,butter
2758,19-11-2015,hamburger meat
2758,6/2/2015,other vegetables
2758,19-11-2015,sausage
2758,30-06-2014,whole milk
2758,24-10-2014,pip fruit
2758,27-12-2014,soft cheese
2758,7/12/2014,rolls/buns
2758,26-05-2014,UHT-milk
2758,18-05-2014,frozen meals
2758,19-11-2015,grapes
2758,6/2/2015,curd
2758,19-11-2015,soda
2758,30-06-2014,yogurt
2758,24-10-2014,other vegetables
2758,27-12-2014,long life bakery product
2758,7/12/2014,cream cheese 
2758,26-05-2014,flour
2758,18-05-2014,soda
2758,30-01-2014,napkins
2758,30-01-2014,dishes
2759,27-07-2015,yogurt
2759,27-07-2015,rolls/buns
2760,7/1/2015,sausage
2760,8/8/2015,frankfurter
2760,2/8/2015,citrus fruit
2760,12/7/2015,other vegetables
2760,14-04-2015,other vegetables
2760,22-04-2014,bottled water
2760,20-06-2014,bottled beer
2760,1/4/2014,whole milk
2760,19-04-2014,long life bakery product
2760,7/1/2015,fish
2760,8/8/2015,tropical fruit
2760,2/8/2015,other vegetables
2760,12/7/2015,newspapers
2760,14-04-2015,soda
2760,22-04-2014,frozen potato products
2760,20-06-2014,long life bakery product
2760,1/4/2014,domestic eggs
2760,19-04-2014,whipped/sour cream
2760,20-06-2014,vinegar
2760,1/4/2014,rolls/buns
2760,12/7/2015,soda
2760,20-06-2014,pot plants
2760,1/4/2014,long life bakery product
2761,25-04-2015,citrus fruit
2761,2/3/2015,chocolate
2761,11/1/2015,pork
2761,31-01-2014,other vegetables
2761,24-07-2014,frozen vegetables
2761,19-08-2014,brown bread
2761,25-04-2015,rolls/buns
2761,2/3/2015,whipped/sour cream
2761,11/1/2015,semi-finished bread
2761,31-01-2014,shopping bags
2761,24-07-2014,rice
2761,19-08-2014,margarine
2761,31-01-2014,frozen vegetables
2761,2/3/2015,brown bread
2761,31-01-2014,shopping bags
2762,20-03-2015,whole milk
2762,7/11/2015,decalcifier
2762,18-12-2015,dessert
2762,27-10-2014,pastry
2762,20-03-2015,specialty bar
2762,7/11/2015,whole milk
2762,18-12-2015,beef
2762,27-10-2014,red/blush wine
2762,20-03-2015,newspapers
2763,13-02-2015,root vegetables
2763,1/2/2015,pork
2763,18-05-2014,rolls/buns
2763,1/2/2015,yogurt
2763,13-02-2015,rolls/buns
2763,1/2/2015,yogurt
2763,18-05-2014,whipped/sour cream
2763,1/2/2015,canned fish
2763,31-05-2014,shopping bags
2763,31-05-2014,canned beer
2764,24-07-2015,other vegetables
2764,23-01-2015,margarine
2764,28-12-2015,UHT-milk
2764,25-02-2015,beverages
2764,18-04-2014,whipped/sour cream
2764,30-03-2014,tropical fruit
2764,24-07-2015,curd
2764,23-01-2015,domestic eggs
2764,28-12-2015,tropical fruit
2764,25-02-2015,bottled water
2764,18-04-2014,yogurt
2764,30-03-2014,yogurt
2764,18-04-2014,candy
2765,4/9/2015,butter
2765,22-07-2015,beef
2765,30-11-2015,candy
2765,1/9/2014,herbs
2765,9/2/2014,beverages
2765,4/9/2015,tropical fruit
2765,22-07-2015,waffles
2765,30-11-2015,yogurt
2765,1/9/2014,grapes
2765,9/2/2014,fruit/vegetable juice
2765,22-07-2015,domestic eggs
2765,1/9/2014,whipped/sour cream
2766,19-08-2015,citrus fruit
2766,1/12/2014,pork
2766,19-08-2015,oil
2766,1/12/2014,long life bakery product
2766,27-05-2014,candles
2766,19-08-2015,whole milk
2766,27-05-2014,coffee
2767,27-01-2015,root vegetables
2767,27-01-2015,sausage
2767,27-01-2015,root vegetables
2767,27-01-2015,other vegetables
2767,27-01-2015,long life bakery product
2768,1/1/2015,tropical fruit
2768,1/1/2015,meat
2768,5/5/2014,pastry
2768,1/1/2015,pip fruit
2768,1/1/2015,salt
2768,5/5/2014,baking powder
2768,1/1/2015,pot plants
2769,21-07-2015,sparkling wine
2769,23-04-2015,bottled water
2769,31-07-2015,flower soil/fertilizer
2769,24-08-2014,pork
2769,31-10-2014,beef
2769,21-07-2015,canned beer
2769,23-04-2015,frozen dessert
2769,31-07-2015,rolls/buns
2769,24-08-2014,rolls/buns
2769,31-10-2014,misc. beverages
2769,24-08-2014,roll products 
2769,23-04-2015,root vegetables
2770,15-07-2015,yogurt
2770,29-08-2014,soda
2770,15-07-2015,coffee
2770,29-08-2014,pip fruit
2770,15-07-2015,coffee
2771,26-08-2015,frankfurter
2771,25-06-2014,coffee
2771,8/5/2014,long life bakery product
2771,26-08-2015,sausage
2771,25-06-2014,rolls/buns
2771,8/5/2014,napkins
2771,25-06-2014,vinegar
2772,18-03-2015,tropical fruit
2772,4/12/2015,bottled water
2772,7/11/2014,rolls/buns
2772,19-08-2014,soda
2772,4/4/2014,pet care
2772,18-03-2015,soft cheese
2772,4/12/2015,napkins
2772,7/11/2014,specialty bar
2772,19-08-2014,red/blush wine
2772,4/4/2014,shopping bags
2772,4/12/2015,pastry
2772,3/8/2014,whipped/sour cream
2772,5/8/2014,frozen meals
2772,18-03-2015,shopping bags
2772,3/8/2014,cat food
2772,5/8/2014,pastry
2773,30-05-2014,female sanitary products
2773,30-05-2014,margarine
2774,28-10-2015,yogurt
2774,26-03-2014,other vegetables
2774,28-10-2015,soda
2774,26-03-2014,shopping bags
2774,28-06-2014,whole milk
2774,28-10-2015,dessert
2774,28-06-2014,domestic eggs
2775,6/11/2015,pork
2775,6/8/2015,pip fruit
2775,7/1/2015,tropical fruit
2775,6/11/2015,sausage
2775,21-07-2014,beverages
2775,6/11/2015,whole milk
2775,6/8/2015,grapes
2775,7/1/2015,chicken
2775,6/11/2015,frozen vegetables
2775,21-07-2014,condensed milk
2776,3/4/2014,pastry
2776,14-05-2014,specialty cheese
2776,3/4/2014,misc. beverages
2776,14-05-2014,butter
2777,7/4/2015,whole milk
2777,1/6/2015,chocolate
2777,24-05-2015,pastry
2777,24-05-2015,whole milk
2777,7/4/2015,whole milk
2777,1/6/2015,herbs
2777,24-05-2015,soda
2777,24-05-2015,Instant food products
2777,14-09-2014,chocolate
2777,14-09-2014,soda
2778,26-04-2014,yogurt
2778,29-06-2014,grapes
2778,26-04-2014,pip fruit
2778,29-06-2014,soda
2778,29-06-2014,other vegetables
2778,9/5/2014,domestic eggs
2778,15-05-2014,soda
2778,9/5/2014,bottled beer
2778,15-05-2014,shopping bags
2779,17-10-2015,whole milk
2779,1/12/2015,whole milk
2779,27-12-2015,meat
2779,17-10-2015,whole milk
2779,17-10-2015,whole milk
2779,27-12-2015,sausage
2779,17-10-2015,yogurt
2779,22-11-2014,dessert
2779,21-01-2014,red/blush wine
2779,16-03-2014,ice cream
2779,17-10-2015,root vegetables
2779,1/12/2015,rolls/buns
2779,27-12-2015,cake bar
2779,17-10-2015,white bread
2779,17-10-2015,shopping bags
2779,27-12-2015,root vegetables
2779,17-10-2015,other vegetables
2779,22-11-2014,napkins
2779,21-01-2014,whipped/sour cream
2779,16-03-2014,cream cheese 
2779,21-01-2014,specialty cheese
2779,21-01-2014,abrasive cleaner
2780,3/9/2015,liver loaf
2780,11/10/2015,liquor
2780,11/10/2015,other vegetables
2780,3/9/2015,herbs
2780,11/10/2015,whole milk
2780,11/10/2015,other vegetables
2781,10/4/2015,bottled beer
2781,11/1/2015,rolls/buns
2781,1/6/2015,soda
2781,10/7/2014,whole milk
2781,4/10/2014,newspapers
2781,8/10/2014,chicken
2781,10/4/2015,cream cheese 
2781,11/1/2015,yogurt
2781,1/6/2015,other vegetables
2781,10/7/2014,sliced cheese
2781,4/10/2014,whole milk
2781,8/10/2014,whipped/sour cream
2781,10/4/2015,chocolate
2782,9/6/2015,rolls/buns
2782,9/4/2015,cream cheese 
2782,9/4/2015,tropical fruit
2782,21-11-2014,sugar
2782,9/6/2015,other vegetables
2782,9/4/2015,bottled water
2782,9/4/2015,soda
2782,21-11-2014,spread cheese
2782,9/4/2015,specialty bar
2783,31-03-2015,citrus fruit
2783,31-03-2015,cream cheese 
2784,19-03-2015,frankfurter
2784,13-11-2015,tropical fruit
2784,10/8/2014,berries
2784,24-12-2014,misc. beverages
2784,26-05-2014,whole milk
2784,19-03-2015,dog food
2784,13-11-2015,margarine
2784,10/8/2014,coffee
2784,24-12-2014,cling film/bags
2784,26-05-2014,whipped/sour cream
2784,26-05-2014,domestic eggs
2784,26-05-2014,house keeping products
2784,10/8/2014,margarine
2785,18-10-2015,tropical fruit
2785,1/2/2015,frozen meals
2785,4/8/2015,shopping bags
2785,12/7/2015,semi-finished bread
2785,30-12-2014,chicken
2785,18-10-2015,pork
2785,1/2/2015,beef
2785,4/8/2015,whole milk
2785,12/7/2015,whole milk
2785,30-12-2014,chocolate
2786,25-03-2015,sausage
2786,30-08-2014,other vegetables
2786,21-02-2014,semi-finished bread
2786,25-03-2015,butter
2786,30-08-2014,specialty chocolate
2786,21-02-2014,brown bread
2786,21-02-2014,soda
2787,24-06-2015,soda
2787,5/3/2015,brown bread
2787,13-03-2015,specialty chocolate
2787,9/5/2015,rolls/buns
2787,5/3/2015,sausage
2787,13-03-2015,citrus fruit
2787,28-04-2014,chocolate
2787,24-06-2015,rolls/buns
2787,5/3/2015,rolls/buns
2787,13-03-2015,UHT-milk
2787,9/5/2015,specialty bar
2787,5/3/2015,bottled water
2787,13-03-2015,frozen meals
2787,28-04-2014,long life bakery product
2787,30-09-2014,margarine
2787,30-09-2014,sugar
2788,3/9/2015,butter
2788,17-02-2014,dessert
2788,17-04-2014,dessert
2788,3/9/2015,onions
2788,17-02-2014,domestic eggs
2788,17-04-2014,pickled vegetables
2788,10/8/2014,rolls/buns
2788,3/9/2015,butter milk
2788,10/8/2014,salty snack
2789,6/2/2015,pastry
2789,28-01-2015,whole milk
2789,1/6/2015,tropical fruit
2789,6/2/2015,curd
2789,28-01-2015,fish
2789,2/11/2014,salty snack
2789,6/6/2014,pork
2789,12/7/2014,white bread
2789,29-05-2014,yogurt
2789,6/2/2015,butter
2789,28-01-2015,other vegetables
2789,1/6/2015,grapes
2789,6/2/2015,curd
2789,28-01-2015,soda
2789,2/11/2014,curd
2789,6/6/2014,bottled beer
2789,12/7/2014,citrus fruit
2789,29-05-2014,bottled beer
2789,19-09-2014,flour
2789,6/2/2015,whipped/sour cream
2789,6/6/2014,butter
2789,19-09-2014,bottled water
2789,12/7/2014,sugar
2790,30-12-2015,yogurt
2790,11/10/2015,cereals
2790,11/10/2015,sausage
2790,3/3/2014,semi-finished bread
2790,30-12-2015,other vegetables
2790,11/10/2015,tropical fruit
2790,11/10/2015,other vegetables
2790,3/3/2014,berries
2791,21-11-2014,other vegetables
2791,21-11-2014,photo/film
2792,29-07-2015,condensed milk
2792,24-10-2015,canned beer
2792,29-07-2015,frankfurter
2792,29-07-2015,berries
2792,29-07-2015,whole milk
2792,16-02-2014,mayonnaise
2792,28-07-2014,pastry
2792,29-07-2015,liver loaf
2792,24-10-2015,root vegetables
2792,29-07-2015,sliced cheese
2792,29-07-2015,domestic eggs
2792,29-07-2015,rolls/buns
2792,16-02-2014,brown bread
2792,28-07-2014,bottled beer
2792,29-07-2015,frozen fish
2794,18-07-2015,ham
2794,16-09-2015,liquor
2794,29-09-2015,sausage
2794,12/9/2015,whole milk
2794,29-09-2015,bottled beer
2794,18-02-2014,chicken
2794,13-07-2014,whole milk
2794,23-07-2014,yogurt
2794,18-07-2015,whole milk
2794,16-09-2015,brandy
2794,29-09-2015,photo/film
2794,12/9/2015,specialty chocolate
2794,29-09-2015,margarine
2794,18-02-2014,whole milk
2794,13-07-2014,curd
2794,23-07-2014,fruit/vegetable juice
2794,18-02-2014,canned beer
2794,29-09-2015,whipped/sour cream
2795,12/3/2015,beef
2795,6/5/2015,citrus fruit
2795,19-03-2014,root vegetables
2795,3/5/2014,rolls/buns
2795,27-06-2014,whole milk
2795,12/3/2015,cat food
2795,6/5/2015,white bread
2795,19-03-2014,snack products
2795,3/5/2014,canned beer
2795,27-06-2014,soda
2795,27-06-2014,soda
2795,27-06-2014,fruit/vegetable juice
2796,17-10-2015,other vegetables
2796,19-05-2015,curd
2796,17-10-2015,pork
2796,18-04-2014,other vegetables
2796,16-02-2014,whipped/sour cream
2796,21-09-2014,rolls/buns
2796,17-10-2015,rolls/buns
2796,19-05-2015,dessert
2796,17-10-2015,rolls/buns
2796,18-04-2014,soda
2796,16-02-2014,oil
2796,21-09-2014,cling film/bags
2797,12/9/2015,chicken
2797,8/8/2014,rolls/buns
2797,12/9/2015,coffee
2797,8/8/2014,other vegetables
2797,8/8/2014,soda
2798,17-06-2015,chicken
2798,22-08-2015,frankfurter
2798,27-06-2014,rolls/buns
2798,19-03-2014,rolls/buns
2798,17-06-2015,bottled beer
2798,22-08-2015,pastry
2798,27-06-2014,bottled water
2798,19-03-2014,margarine
2799,2/9/2015,sugar
2799,12/8/2015,whole milk
2799,17-06-2015,butter
2799,25-05-2015,sausage
2799,27-02-2015,chocolate
2799,10/9/2015,citrus fruit
2799,12/8/2015,hamburger meat
2799,31-07-2014,canned fish
2799,24-09-2014,other vegetables
2799,2/9/2015,fruit/vegetable juice
2799,12/8/2015,detergent
2799,17-06-2015,baking powder
2799,25-05-2015,yogurt
2799,27-02-2015,pickled vegetables
2799,10/9/2015,pickled vegetables
2799,12/8/2015,pickled vegetables
2799,31-07-2014,butter
2799,24-09-2014,cat food
2799,17-06-2015,brown bread
2799,27-02-2015,bottled water
2799,31-07-2014,pot plants
2800,17-03-2015,citrus fruit
2800,2/10/2015,pip fruit
2800,2/2/2015,dessert
2800,21-06-2015,sugar
2800,2/10/2015,beverages
2800,29-10-2014,other vegetables
2800,17-03-2015,sauces
2800,2/10/2015,margarine
2800,2/2/2015,other vegetables
2800,21-06-2015,brown bread
2800,2/10/2015,soda
2800,29-10-2014,frozen fish
2800,17-03-2015,long life bakery product
2801,23-01-2014,root vegetables
2801,10/10/2014,dessert
2801,17-07-2014,sausage
2801,17-06-2014,whole milk
2801,23-01-2014,whole milk
2801,10/10/2014,bottled water
2801,17-07-2014,margarine
2801,17-06-2014,other vegetables
2802,15-12-2014,whole milk
2802,28-07-2014,whole milk
2802,14-09-2014,whole milk
2802,15-12-2014,frozen vegetables
2802,28-07-2014,canned beer
2802,14-09-2014,condensed milk
2802,27-04-2014,chocolate
2802,27-04-2014,white wine
2803,3/7/2014,tropical fruit
2803,4/3/2014,shopping bags
2803,26-10-2014,coffee
2803,20-02-2014,butter milk
2803,10/8/2014,rolls/buns
2803,3/7/2014,canned beer
2803,4/3/2014,rubbing alcohol
2803,26-10-2014,yogurt
2803,20-02-2014,margarine
2803,10/8/2014,curd
2803,26-10-2014,oil
2804,18-01-2015,canned beer
2804,5/7/2014,rolls/buns
2804,19-09-2014,other vegetables
2804,18-01-2015,other vegetables
2804,5/7/2014,brown bread
2804,19-09-2014,canned vegetables
2804,21-03-2014,fruit/vegetable juice
2804,19-09-2014,canned beer
2804,21-03-2014,white wine
2805,17-08-2015,rolls/buns
2805,18-04-2015,coffee
2805,30-08-2015,curd
2805,16-08-2014,dessert
2805,18-04-2015,packaged fruit/vegetables
2805,17-08-2015,canned beer
2805,18-04-2015,bottled water
2805,30-08-2015,ice cream
2805,16-08-2014,pickled vegetables
2805,18-04-2015,pastry
2805,16-08-2014,cat food
2806,13-03-2014,bottled water
2806,6/4/2014,onions
2806,13-03-2014,red/blush wine
2806,6/4/2014,curd
2806,21-01-2014,newspapers
2806,19-01-2014,whipped/sour cream
2806,13-03-2014,onions
2806,13-03-2014,brown bread
2806,21-01-2014,long life bakery product
2806,19-01-2014,canned beer
2807,3/7/2015,tropical fruit
2807,13-10-2014,UHT-milk
2807,17-07-2014,whole milk
2807,2/6/2014,herbs
2807,3/7/2015,whole milk
2807,13-10-2014,bottled water
2807,17-07-2014,beverages
2807,2/6/2014,newspapers
2807,2/6/2014,newspapers
2807,3/7/2015,sweet spreads
2807,2/6/2014,rolls/buns
2808,5/5/2015,root vegetables
2808,23-01-2014,other vegetables
2808,2/9/2014,cereals
2808,5/5/2015,canned beer
2808,23-01-2014,white bread
2808,2/9/2014,rolls/buns
2809,10/4/2015,whole milk
2809,10/4/2015,pork
2809,1/4/2014,bottled beer
2809,10/4/2015,other vegetables
2809,10/4/2015,domestic eggs
2809,1/4/2014,berries
2810,8/9/2015,butter milk
2810,30-12-2015,frankfurter
2810,22-09-2015,sausage
2810,29-01-2015,root vegetables
2810,8/9/2015,meat
2810,5/11/2014,sausage
2810,8/2/2014,root vegetables
2810,8/9/2015,curd
2810,30-12-2015,pip fruit
2810,22-09-2015,citrus fruit
2810,29-01-2015,butter
2810,8/9/2015,soda
2810,5/11/2014,frozen meals
2810,8/2/2014,frozen meals
2810,30-12-2015,whipped/sour cream
2810,8/2/2014,salty snack
2810,8/9/2015,long life bakery product
2811,23-02-2015,tropical fruit
2811,11/2/2015,oil
2811,23-02-2015,chicken
2811,23-02-2015,beef
2811,11/2/2015,butter milk
2811,23-02-2015,pasta
2811,20-06-2014,butter milk
2811,22-07-2014,chocolate
2811,14-11-2014,waffles
2811,10/5/2014,beef
2811,23-02-2015,onions
2811,11/2/2015,cling film/bags
2811,23-02-2015,long life bakery product
2811,23-02-2015,whole milk
2811,11/2/2015,pastry
2811,23-02-2015,jam
2811,20-06-2014,frozen vegetables
2811,22-07-2014,frozen meals
2811,14-11-2014,yogurt
2811,10/5/2014,hygiene articles
2812,8/12/2014,whipped/sour cream
2812,28-08-2014,brown bread
2812,8/12/2014,whipped/sour cream
2812,28-08-2014,whipped/sour cream
2813,16-11-2015,pip fruit
2813,16-07-2015,coffee
2813,1/10/2015,whole milk
2813,1/10/2015,sausage
2813,17-02-2014,tropical fruit
2813,20-12-2014,other vegetables
2813,1/10/2015,whole milk
2813,16-11-2015,yogurt
2813,16-07-2015,tidbits
2813,1/10/2015,yogurt
2813,1/10/2015,cake bar
2813,17-02-2014,cake bar
2813,20-12-2014,yogurt
2813,1/10/2015,female sanitary products
2813,17-02-2014,chocolate
2813,1/10/2015,soda
2814,11/5/2015,ice cream
2814,17-07-2015,newspapers
2814,21-10-2015,onions
2814,18-09-2015,berries
2814,8/1/2015,pip fruit
2814,17-07-2015,hamburger meat
2814,15-12-2014,root vegetables
2814,10/6/2014,whole milk
2814,11/5/2015,root vegetables
2814,17-07-2015,whole milk
2814,21-10-2015,dish cleaner
2814,18-09-2015,specialty bar
2814,8/1/2015,yogurt
2814,17-07-2015,specialty cheese
2814,15-12-2014,rolls/buns
2814,10/6/2014,butter
2814,10/6/2014,newspapers
2815,10/9/2015,root vegetables
2815,30-10-2014,beef
2815,23-09-2014,dessert
2815,5/8/2014,waffles
2815,10/9/2015,beef
2815,30-10-2014,root vegetables
2815,23-09-2014,butter
2815,5/8/2014,yogurt
2816,22-08-2015,onions
2816,15-05-2015,whole milk
2816,19-06-2015,pastry
2816,1/10/2015,rolls/buns
2816,30-09-2015,chicken
2816,11/10/2015,bottled beer
2816,19-06-2015,canned beer
2816,1/10/2015,tropical fruit
2816,6/3/2014,citrus fruit
2816,18-01-2014,citrus fruit
2816,22-08-2015,grapes
2816,15-05-2015,pastry
2816,19-06-2015,mustard
2816,1/10/2015,seasonal products
2816,30-09-2015,root vegetables
2816,11/10/2015,other vegetables
2816,19-06-2015,yogurt
2816,1/10/2015,fruit/vegetable juice
2816,6/3/2014,whole milk
2816,18-01-2014,chewing gum
2816,11/10/2015,salty snack
2816,22-08-2015,bottled beer
2816,18-01-2014,frozen vegetables
2816,18-01-2014,margarine
2817,22-12-2015,pork
2817,22-12-2015,male cosmetics
2817,25-09-2014,baking powder
2817,22-12-2015,pastry
2817,22-12-2015,chewing gum
2817,25-09-2014,soda
2817,19-06-2014,bottled water
2817,25-09-2014,beverages
2817,22-12-2015,brandy
2817,19-06-2014,bottled water
2818,7/11/2015,tropical fruit
2818,11/11/2015,bottled water
2818,22-11-2015,whole milk
2818,7/11/2015,root vegetables
2818,11/11/2015,photo/film
2818,22-11-2015,whole milk
2820,24-11-2014,tropical fruit
2820,24-11-2014,soda
2822,18-12-2015,salty snack
2822,18-12-2015,shopping bags
2822,16-06-2014,shopping bags
2822,16-06-2014,salty snack
2823,17-10-2014,yogurt
2823,7/8/2014,pastry
2823,17-10-2014,frozen vegetables
2823,7/8/2014,napkins
2823,17-10-2014,waffles
2824,7/12/2015,pork
2824,17-09-2014,sausage
2824,5/9/2014,pip fruit
2824,7/12/2015,tropical fruit
2824,7/12/2015,whole milk
2824,17-09-2014,whole milk
2824,5/9/2014,frozen fish
2824,7/12/2015,chewing gum
2824,5/9/2014,cling film/bags
2825,29-12-2015,sausage
2825,14-08-2015,frankfurter
2825,25-12-2015,soda
2825,6/5/2014,photo/film
2825,29-12-2015,root vegetables
2825,14-08-2015,whole milk
2825,25-12-2015,whisky
2825,6/5/2014,frozen potato products
2825,21-04-2014,mustard
2825,21-04-2014,curd cheese
2826,4/9/2014,frankfurter
2826,4/9/2014,other vegetables
2827,31-10-2015,bottled beer
2827,31-10-2015,beef
2827,16-10-2014,citrus fruit
2827,31-10-2015,domestic eggs
2827,31-10-2015,whipped/sour cream
2827,16-10-2014,whole milk
2827,31-10-2015,shopping bags
2827,31-10-2015,newspapers
2828,1/2/2014,meat
2828,1/2/2014,curd
2829,19-12-2015,beef
